PaperId,Title,Year,CitationCount,FieldsOfStudy
W3016783548,Physical drivers of the summer 2019 North Pacific marine heatwave,2020,304,General
W3040384889,A Universal Gut-Microbiome-Derived Signature Predicts Cirrhosis,2020,304,General
W3080716523,Imaging viscous flow of the Dirac fluid in graphene,2020,304,General
W3007389533,Joint American Academy of Dermatology–National Psoriasis Foundation guidelines of care for the management of psoriasis with systemic nonbiologic therapies,2020,303,General
W3014681107,"Rights, interests and expectations: Indigenous perspectives on unrestricted access to genomic data",2020,303,General
W3132757566,Executive summary of the KDIGO 2021 Clinical Practice Guideline for the Management of Blood Pressure in Chronic Kidney Disease,2021,303,General
W1636099820,Heavy Quark Physics,2023,302,General
W3137226137,International Consensus Based Review and Recommendations for Minimum Reporting Standards in Research on Transcutaneous Vagus Nerve Stimulation (Version 2020),2021,302,General
W3080790767,Phase Separation of a PKA Regulatory Subunit Controls cAMP Compartmentation and Oncogenic Signaling,2020,301,General
W3170390204,Gender bias in academia: A lifetime problem that needs solutions,2021,301,General
W4313380134,Phase-controlled van der Waals growth of wafer-scale 2D MoTe2 layers for integrated high-sensitivity broadband infrared photodetection,2023,301,General
W3103680708,Review of Cardiac Involvement in Multisystem Inflammatory Syndrome in Children,2020,300,General
W3106950602,"Observations of Clouds, Aerosols, Precipitation, and Surface Radiation over the Southern Ocean: An Overview of CAPRICORN, MARCUS, MICRE, and SOCRATES",2020,300,General
W4378782672,Wearable Electrochemical Glucose Sensors in Diabetes Management: A Comprehensive Review,2023,300,General
W3206432019,SARS-CoV-2 Variants of Concern,2021,299,General
W3214810036,Management of Acne Vulgaris,2021,299,General
W3003261352,Current and Emerging Developments in Subseasonal to Decadal Prediction,2020,298,General
W3085208365,Flotetuzumab as salvage immunotherapy for refractory acute myeloid leukemia,2020,298,General
W3133407985,NASA's surface biology and geology designated observable: A perspective on surface imaging algorithms,2021,298,General
W4302362388,A stretchable epidermal sweat sensing platform with an integrated printed battery and electrochromic display,2022,298,General
W3005078169,Recommendations for Follow-Up After Colonoscopy and Polypectomy: A Consensus Update by the US Multi-Society Task Force on Colorectal Cancer,2020,296,General
W4361204548,ATF4 suppresses hepatocarcinogenesis by inducing SLC7A11 (xCT) to block stress-related ferroptosis,2023,296,General
W2982703918,Longitudinal short-distance constraints for the hadronic light-by-light contribution to (g − 2)μ with large-Nc Regge models,2020,295,General
W3006195986,Advances in non-invasive assessment of hepatic fibrosis,2020,295,General
W3122790095,Amorphization in extreme deformation of the CrMnFeCoNi high-entropy alloy,2021,295,General
W3183970717,"ADP‐ribosyltransferases, an update on function and nomenclature",2021,295,General
W4294992028,Mental health care for older adults: recent advances and new directions in clinical practice and research,2022,295,General
W3034974614,Metabolic Reprograming via Deletion of CISH in Human iPSC-Derived NK Cells Promotes In Vivo Persistence and Enhances Anti-tumor Activity,2020,294,General
W3037054147,Climate impacts of a weakened Atlantic Meridional Overturning Circulation in a warming climate,2020,294,General
W3119087177,Denary oxide nanoparticles as highly stable catalysts for methane combustion,2021,294,General
W3217556094,Global epidemiology of vasculitis,2021,294,General
W4289667121,Trial of Cinpanemab in Early Parkinson’s Disease,2022,294,General
W3004978237,An AMPK–caspase-6 axis controls liver damage in nonalcoholic steatohepatitis,2020,293,General
W3112448992,"NCCN Guidelines Insights: Soft Tissue Sarcoma, Version 1.2021",2020,293,General
W4210272186,Lipid21: Complex Lipid Membrane Simulations with AMBER,2022,293,General
W4281843570,Correlates of protection against <scp>SARS</scp>‐<scp>CoV</scp>‐2 infection and COVID‐19 disease,2022,293,General
W4310155374,A comprehensive review of digital twin — part 1: modeling and twinning enabling technologies,2022,293,General
W3004601288,Efficacy and Safety of Upadacitinib in a Randomized Trial of Patients With Crohn’s Disease,2020,292,General
W3193815771,Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction,2021,292,General
W3009619051,"Immunotherapy, Inflammation and Colorectal Cancer",2020,291,General
W3125049419,"Refining the Transit-timing and Photometric Analysis of TRAPPIST-1: Masses, Radii, Densities, Dynamics, and Ephemerides",2021,291,General
W4386607677,Artificial intelligence for natural product drug discovery,2023,291,Computer Science
W3005187949,Recommendations for Follow-Up After Colonoscopy and Polypectomy: A Consensus Update by the US Multi-Society Task Force on Colorectal Cancer,2020,290,General
W3014603987,Cyclic (Alkyl)- and (Aryl)-(amino)carbene Coinage Metal Complexes and Their Applications,2020,290,General
W3033847628,Noninvasive in vivo 3D bioprinting,2020,290,General
W3081134500,Fructose stimulated de novo lipogenesis is promoted by inflammation,2020,290,General
W3045628073,Joint AAD–NPF Guidelines of care for the management and treatment of psoriasis with topical therapy and alternative medicine modalities for psoriasis severity measures,2020,289,General
W3087744872,Reconstructing organisms in silico: genome-scale models and their emerging applications,2020,289,General
W3217498804,ecDNA hubs drive cooperative intermolecular oncogene expression,2021,289,General
W4280522707,Cosmology with the Laser Interferometer Space Antenna,2023,289,General
W3080133182,<scp>SBML</scp> Level 3: an extensible format for the exchange and reuse of biological models,2020,288,General
W3081896631,Lessons Learned From the First 10 Consecutive Cases of Intravenous Bacteriophage Therapy to Treat Multidrug-Resistant Bacterial Infections at a Single Center in the United States,2020,288,General
W3162485228,The neutrotime transcriptional signature defines a single continuum of neutrophils across biological compartments,2021,288,General
W3206779511,Mental Health Consequences of Traumatic Brain Injury,2021,288,General
W3087689951,Cholesterol 25‐Hydroxylase inhibits <scp>SARS</scp> ‐CoV‐2 and other coronaviruses by depleting membrane cholesterol,2020,287,General
W3120280701,Promoter-proximal CTCF binding promotes distal enhancer-dependent gene activation,2021,287,General
W3174831608,Introduction: Click Chemistry,2021,287,General
W4206684097,Hybrid immunity,2021,287,General
W3006713760,Size disorder as a descriptor for predicting reduced thermal conductivity in medium- and high-entropy pyrochlore oxides,2020,286,General
W4302010968,Opposing roles of hepatic stellate cell subpopulations in hepatocarcinogenesis,2022,286,General
W4306952031,Generalized Symmetries in Condensed Matter,2022,286,General
W3014735239,Clinical Practice Guideline: Ménière’s Disease,2020,285,General
W3019785310,NRF2 as a regulator of cell metabolism and inflammation in cancer,2020,285,General
W3041477809,Architecture and self‐assembly of the <scp>SARS‐CoV</scp> ‐2 nucleocapsid protein,2020,285,General
W3048569636,Serine restriction alters sphingolipid diversity to constrain tumour growth,2020,285,General
W3093377669,"Finding, visualizing, and quantifying latent structure across diverse animal vocal repertoires",2020,285,Computer Science
W3119321686,"An Update on the Epidemiology, Molecular Characterization, Diagnosis, and Screening Strategies for Early-Onset Colorectal Cancer",2021,285,General
W3172174831,Durvalumab with olaparib and paclitaxel for high-risk HER2-negative stage II/III breast cancer: Results from the adaptively randomized I-SPY2 trial,2021,285,General
W3203959602,DNA methylation atlas of the mouse brain at single-cell resolution,2021,285,General
W3161511556,Cross-reactive serum and memory B-cell responses to spike protein in SARS-CoV-2 and endemic coronavirus infection,2021,284,General
W4214968761,Probing cosmic inflation with the<i>LiteBIRD</i>cosmic microwave background polarization survey,2022,284,General
W4290839014,"The All of Us Research Program: Data quality, utility, and diversity",2022,284,Computer Science
W3102078311,Coronary Optical Coherence Tomography and Cardiac Magnetic Resonance Imaging to Determine Underlying Causes of Myocardial Infarction With Nonobstructive Coronary Arteries in Women,2020,283,General
W4223487063,Evaluation of individual and ensemble probabilistic forecasts of COVID-19 mortality in the United States,2022,283,General
W3027089056,<scp>Metaviral</scp> <scp>SPAdes</scp>: assembly of viruses from metagenomic data,2020,282,General
W4205839940,Psoriatic arthritis,2021,282,General
W3003824161,Stable abnormal N-heterocyclic carbenes and their applications,2020,281,General
W3044584497,The Green Print: Advancement of Environmental Sustainability in Healthcare,2020,280,General
W3131153821,The Second NINDS/NIBIB Consensus Meeting to Define Neuropathological Criteria for the Diagnosis of Chronic Traumatic Encephalopathy,2021,280,General
W4372260310,Large-Scale Contrastive Language-Audio Pretraining with Feature Fusion and Keyword-to-Caption Augmentation,2023,280,Computer Science
W4388488716,Deconstruction of rheumatoid arthritis synovium defines inflammatory subtypes,2023,280,General
W3017704884,<i>SF3B1</i>-mutant MDS as a distinct disease subtype: a proposal from the International Working Group for the Prognosis of MDS,2020,279,General
W3114831300,SARS-CoV-2 escape<i>in vitro</i>from a highly neutralizing COVID-19 convalescent plasma,2020,279,General
W3037414627,Breast mass segmentation in ultrasound with selective kernel U-Net convolutional neural network,2020,278,Computer Science
W3131450268,Joint profiling of histone modifications and transcriptome in single cells from mouse brain,2021,278,General
W4296686998,Nanoparticle-modified microrobots for in vivo antibiotic delivery to treat acute bacterial pneumonia,2022,278,General
W3013831754,Evaluating COVID-19 Public Health Messaging in Italy: Self-Reported Compliance and Growing Mental Health Concerns,2020,277,General
W3154679051,METTL3 regulates viral m6A RNA modification and host cell innate immune responses during SARS-CoV-2 infection,2021,277,General
W4322762554,"Etrasimod as induction and maintenance therapy for ulcerative colitis (ELEVATE): two randomised, double-blind, placebo-controlled, phase 3 studies",2023,277,General
W3041884831,Breastmilk Feeding Practices Are Associated with the Co-Occurrence of Bacteria in Mothers’ Milk and the Infant Gut: the CHILD Cohort Study,2020,276,General
W3129657225,Reducing the stigma of mental health disorders with a focus on low- and middle-income countries,2021,276,General
W3137746274,Altimetry for the future: Building on 25 years of progress,2021,276,General
W3203909927,The mouse cortico–basal ganglia–thalamic network,2021,276,General
W4213181816,American College of Rheumatology Clinical Guidance for Multisystem Inflammatory Syndrome in Children Associated With SARS–CoV‐2 and Hyperinflammation in Pediatric COVID‐19: Version 3,2022,276,General
W4281760779,Phage Therapy of <i>Mycobacterium</i> Infections: Compassionate Use of Phages in 20 Patients With Drug-Resistant Mycobacterial Disease,2022,276,General
W3131376418,Phenolic-enabled nanotechnology: versatile particle engineering for biomedicine,2021,275,General
W3150393082,Intratumoral immunotherapy using platelet-cloaked nanoparticles enhances antitumor immunity in solid tumors,2021,275,General
W3182944339,Methodological considerations for studying neural oscillations,2021,275,Computer Science
W3120374468,"MiR-690, an exosomal-derived miRNA from M2-polarized macrophages, improves insulin sensitivity in obese mice",2021,274,General
W3131059059,"Cortical thickness across the lifespan: Data from 17,075 healthy individuals aged 3–90 years",2021,274,General
W3164567439,3D genomics across the tree of life reveals condensin II as a determinant of architecture type,2021,274,General
W3083304049,ASTRAL-Pro: Quartet-Based Species-Tree Inference despite Paralogy,2020,273,General
W3129601032,Development of a human skin commensal microbe for bacteriotherapy of atopic dermatitis and use in a phase 1 randomized clinical trial,2021,273,General
W4210756392,AGA Clinical Practice Update on the Personalized Approach to the Evaluation and Management of GERD: Expert Review,2022,273,General
W3006422458,Endoscopic Removal of Colorectal Lesions—Recommendations by the US Multi-Society Task Force on Colorectal Cancer,2020,272,General
W3121138383,Efficacy of Perioperative Chemotherapy for Resectable Pancreatic Adenocarcinoma,2021,272,General
W4220751861,Soft wearable devices for deep-tissue sensing,2022,272,General
W3129308091,A self-sustainable wearable multi-modular E-textile bioenergy microgrid system,2021,271,General
W3134867933,Lab under the Skin: Microneedle Based Wearable Devices,2021,271,General
W4213177438,First-in-Human Phase I/IB Dose-Finding Study of Adagrasib (MRTX849) in Patients With Advanced <i>KRAS</i><sup><i>G12C</i></sup> Solid Tumors (KRYSTAL-1),2022,271,General
W4286214379,A Review on 3D Zinc Anodes for Zinc Ion Batteries,2022,271,General
W3089562193,Real-world data from a molecular tumor board demonstrates improved outcomes with a precision N-of-One strategy,2020,270,General
W2997345427,Mass spectrometry searches using MASST,2020,269,General
W3083398598,Psychophysical scaling reveals a unified theory of visual memory strength,2020,269,General
W3102628359,Pregnancy and Neonatal Outcomes After Fetal Exposure to Biologics and Thiopurines Among Women With Inflammatory Bowel Disease,2020,269,General
W3110608229,A Broader Study of Cross-Domain Few-Shot Learning,2020,269,Computer Science
W2970226356,Radiation Therapy for Cervical Cancer: Executive Summary of an ASTRO Clinical Practice Guideline,2020,268,General
W3022896986,"Secukinumab versus adalimumab for treatment of active psoriatic arthritis (EXCEED): a double-blind, parallel-group, randomised, active-controlled, phase 3b trial",2020,268,General
W3033920919,Implementation of Germline Testing for Prostate Cancer: Philadelphia Prostate Cancer Consensus Conference 2019,2020,268,General
W3124203334,The antimicrobial potential of cannabidiol,2021,268,General
W4281924689,"Risankizumab as maintenance therapy for moderately to severely active Crohn's disease: results from the multicentre, randomised, double-blind, placebo-controlled, withdrawal phase 3 FORTIFY maintenance trial",2022,268,General
W4364361658,"Targeting angiogenesis in oncology, ophthalmology and beyond",2023,268,General
W3036274064,Interplay between persistent activity and activity-silent dynamics in the prefrontal cortex underlies serial biases in working memory,2020,267,General
W2999811088,From high-entropy ceramics to compositionally-complex ceramics: A case study of fluorite oxides,2020,266,General
W3174482775,Ion identity molecular networking for mass spectrometry-based metabolomics in the GNPS environment,2021,266,General
W3012547664,Tracking of marine predators to protect Southern Ocean ecosystems,2020,265,General
W3014614371,Non-bonded force field model with advanced restrained electrostatic potential charges (RESP2),2020,265,General
W3112088296,"Multiple Myeloma, Version 3.2021, NCCN Clinical Practice Guidelines in Oncology",2020,265,General
W3008528924,Efficacy of Upadacitinib in a Randomized Trial of Patients With Active Ulcerative Colitis,2020,264,General
W3033565962,Three-dimensional bioprinted glioblastoma microenvironments model cellular dependencies and immune interactions,2020,264,General
W3017315642,"Integrated analyses of single-cell atlases reveal age, gender, and smoking status associations with cell type-specific expression of mediators of SARS-CoV-2 viral entry and highlights inflammatory programs in putative target cells",2020,263,General
W3025678672,Genomic history and ecology of the geographic spread of rice,2020,263,General
W3037214432,Molecular Transducers of Physical Activity Consortium (MoTrPAC): Mapping the Dynamic Responses to Exercise,2020,263,General
W3088763537,Structural and functional diversity calls for a new classification of ABC transporters,2020,263,General
W3097599655,Contemporary Risk of Surgery in Patients With Ulcerative Colitis and Crohn’s Disease: A Meta-Analysis of Population-Based Cohorts,2020,263,General
W3122990902,EUREC <sup>4</sup> A,2021,263,General
W3152186973,Importing Political Polarization? The Electoral Consequences of Rising Trade Exposure,2020,263,General
W3176892444,Pose Recognition with Cascade Transformers,2021,263,Computer Science
W3198909684,The emergence and ongoing convergent evolution of the SARS-CoV-2 N501Y lineages,2021,263,General
W3041734313,"Economic, Mental Health, HIV Prevention and HIV Treatment Impacts of COVID-19 and the COVID-19 Response on a Global Sample of Cisgender Gay Men and Other Men Who Have Sex with Men",2020,262,General
W3134427152,Machine Learning for Social Science: An Agnostic Approach,2021,262,Computer Science
W3210657561,Comparative efficacy and safety of biologic therapies for moderate-to-severe Crohn's disease: a systematic review and network meta-analysis,2021,262,General
W3025773901,Synaptic Plasticity Dynamics for Deep Continuous Local Learning (DECOLLE),2020,261,Computer Science
W3210823154,The 2021 WHO catalogue of Mycobacterium tuberculosis complex mutations associated with drug resistance: a genotypic analysis,2022,261,General
W4229377993,Engagement in Online Learning: Student Attitudes and Behavior During COVID-19,2022,261,General
W4362659486,Grounded Copilot: How Programmers Interact with Code-Generating Models,2023,261,Computer Science
W4392768687,UNCOVER Spectroscopy Confirms the Surprising Ubiquity of Active Galactic Nuclei in Red Sources at z &gt; 5,2024,261,General
W3094648231,B Vitamins and Their Role in Immune Regulation and Cancer,2020,260,General
W3130960912,Causes and consequences of micronuclei,2021,260,General
W3200449343,Time-restricted Eating for the Prevention and Management of Metabolic Diseases,2021,260,General
W4220665894,Early Outpatient Treatment for Covid-19 with Convalescent Plasma,2022,260,General
W3089470786,Efficacy and Safety of Baricitinib Combined With Topical Corticosteroids for Treatment of Moderate to Severe Atopic Dermatitis,2020,259,General
W3092528479,COVID-19-Associated Candidiasis (CAC): An Underestimated Complication in the Absence of Immunological Predispositions?,2020,259,General
W3108213766,COVID-19 Severity Is Tripled in the Diabetes Community: A Prospective Analysis of the Pandemic’s Impact in Type 1 and Type 2 Diabetes,2020,259,General
W3133925035,Chronic tissue inflammation and metabolic disease,2021,259,General
W3131711820,"A stable cathode-solid electrolyte composite for high-voltage, long-cycle-life solid-state sodium-ion batteries",2021,258,General
W4281951137,"Ustekinumab versus adalimumab for induction and maintenance therapy in biologic-naive patients with moderately to severely active Crohn's disease: a multicentre, randomised, double-blind, parallel-group, phase 3b trial",2022,258,General
W3004620412,Policy and procedure recommendations for the collection and preservation of eyewitness identification evidence.,2020,257,General
W3007675505,2020 American College of Rheumatology Guideline for the Management of Reproductive Health in Rheumatic and Musculoskeletal Diseases,2020,257,General
W3010641213,Targeting ferroptosis alleviates methionine‐choline deficient (MCD)‐diet induced NASH by suppressing liver lipotoxicity,2020,257,General
W3026268459,Heterogenous Populations of Tissue-Resident CD8+ T Cells Are Generated in Response to Infection and Malignancy,2020,257,General
W3159897478,"Efficacy and safety of ruxolitinib cream for the treatment of atopic dermatitis: Results from 2 phase 3, randomized, double-blind studies",2021,257,General
W4220675701,"Clinical characteristics, surveillance, treatment allocation, and outcomes of non-alcoholic fatty liver disease-related hepatocellular carcinoma: a systematic review and meta-analysis",2022,257,General
W4304976241,Search for New Physics in Electronic Recoil Data from XENONnT,2022,257,General
W3005844923,T Cell Epitope Predictions,2020,256,General
W3028366672,An international physical activity and public health research agenda to inform coronavirus disease-2019 policies and practices,2020,256,General
W3080380488,Heterogeneity and clonal relationships of adaptive immune cells in ulcerative colitis revealed by single-cell analyses,2020,255,General
W3119266734,Impacts of hypoxic events surpass those of future ocean warming and acidification,2021,255,General
W4205755564,Association of Birth During the COVID-19 Pandemic With Neurodevelopmental Status at 6 Months in Infants With and Without In Utero Exposure to Maternal SARS-CoV-2 Infection,2022,255,General
W4280555785,Review—An Overview on Recent Progress in Screen-Printed Electroanalytical (Bio)Sensors,2022,255,General
W4283331044,Immunological memory to <scp>SARS‐CoV</scp>‐2 infection and <scp>COVID</scp>‐19 vaccines,2022,255,General
W4379617776,Transplantation Outcomes with Donor Hearts after Circulatory Death,2023,255,General
W3006012367,A step forward from high-entropy ceramics to compositionally complex ceramics: a new perspective,2020,254,General
W3006368416,An unexpected catalyst dominates formation and radiative forcing of regional haze,2020,254,General
W3041417341,Microscopic Degradation in Formamidinium-Cesium Lead Iodide Perovskite Solar Cells under Operational Stressors,2020,254,General
W3145000295,Touch‐Based Stressless Cortisol Sensing,2021,254,General
W3199767770,Population screening for liver fibrosis: Toward early diagnosis and intervention for chronic liver diseases,2021,254,General
W4229449309,Meningioma DNA methylation groups identify biological drivers and therapeutic vulnerabilities,2022,254,General
W3003831101,Electron Transfer in Nitrogenase,2020,253,General
W3095089476,Wearable electrochemical biosensors in North America,2020,253,General
W3174093303,The single-cell epigenomic and transcriptional landscape of immunity to influenza vaccination,2021,253,General
W3200329827,"Efficacy and Safety of Patritumab Deruxtecan (HER3-DXd) in EGFR Inhibitor–Resistant, <i>EGFR</i> -Mutated Non–Small Cell Lung Cancer",2021,253,General
W4200524230,SARS-CoV-2 infects the human kidney and drives fibrosis in kidney organoids,2021,253,General
W4382363169,Mirikizumab as Induction and Maintenance Therapy for Ulcerative Colitis,2023,253,General
W2981565008,Glassy Li metal anode for high-performance rechargeable Li batteries,2020,252,General
W3112136340,Drug-Resistant Fungi: An Emerging Challenge Threatening Our Limited Antifungal Armamentarium,2020,252,General
W4377237770,A fully integrated wearable ultrasound system to monitor deep tissues in moving subjects,2023,252,General
W4224275071,Acoustofluidics for biomedical applications,2022,251,General
W2999364864,Correlation between the potency of hallucinogens in the mouse head-twitch response assay and their behavioral and subjective effects in other species,2020,250,General
W4229021244,The role of mitochondrial fission in cardiovascular health and disease,2022,250,General
W3005067372,Rechargeable Alkali-Ion Battery Materials: Theory and Computation,2020,249,General
W3043338671,A universal trade-off between growth and lag in fluctuating environments,2020,249,General
W3082366829,"Vupanorsen, an N-acetyl galactosamine-conjugated antisense drug to <i>ANGPTL3</i> mRNA, lowers triglycerides and atherogenic lipoproteins in patients with diabetes, hepatic steatosis, and hypertriglyceridaemia",2020,249,General
W3093643538,The role of polymer mechanochemistry in responsive materials and additive manufacturing,2020,249,General
W3101728747,Combination Therapies Including Cilofexor and Firsocostat for Bridging Fibrosis and Cirrhosis Attributable to NASH,2020,249,General
W3170339939,Postural orthostatic tachycardia syndrome (POTS): State of the science and clinical care from a 2019 National Institutes of Health Expert Consensus Meeting - Part 1,2021,249,General
W3090156323,Identifying key factors for improving ICA‐based decomposition of EEG data in mobile and stationary experiments,2020,248,Computer Science
W3159424636,The Contribution of Microglia to Neuroinflammation in Parkinson’s Disease,2021,248,General
W3196231042,Protein Assembly by Design,2021,248,General
W3179933501,Multi‐Functional Hydrogels for Flexible Zinc‐Based Batteries Working under Extreme Conditions,2021,247,General
W4384664113,"Depression pathophysiology, risk prediction of recurrence and comorbid psychiatric disorders using genome-wide analyses",2023,247,General
W3008005432,Lift &amp; Learn: Physics-informed machine learning for large-scale nonlinear dynamical systems,2020,245,General
W3042628423,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,2020,245,General
W3083155301,"NCCN Guidelines Insights: Kidney Cancer, Version 1.2021",2020,245,General
W3181021006,Gut microbiome heritability is nearly universal but environmentally contingent,2021,245,General
W3206878019,High-confidence structural annotation of metabolites absent from spectral libraries,2021,245,Computer Science
W4282975176,Design and printing of proprioceptive three-dimensional architected robotic metamaterials,2022,245,General
W3096503049,Virtual care expansion in the Veterans Health Administration during the COVID-19 pandemic: clinical services and patient characteristics associated with utilization,2020,244,General
W3119521568,Single-Cell Sequencing of Brain Cell Transcriptomes and Epigenomes,2021,244,General
W3123130740,Severely ill patients with COVID-19 display impaired exhaustion features in SARS-CoV-2–reactive CD8 <sup>+</sup> T cells,2021,244,General
W4210242534,A Neural Network Ensemble With Feature Engineering for Improved Credit Card Fraud Detection,2022,244,Computer Science
W4224295368,Specification of CNS macrophage subsets occurs postnatally in defined niches,2022,244,General
W3047365219,An integrative multi-omics analysis to identify candidate DNA methylation biomarkers related to prostate cancer risk,2020,243,General
W4200461870,"Radiofrequency ablation and related <scp>ultrasound‐guided</scp> ablation technologies for treatment of benign and malignant thyroid disease: An international multidisciplinary consensus statement of the American Head and Neck Society Endocrine Surgery Section with the Asia Pacific Society of Thyroid Surgery, Associazione Medici Endocrinologi, British Association of Endocrine and Thyroid Surgeons, European Thyroid Association, Italian Society of Endocrine Surgery Units, Korean Society of Thyroid Radiology, Latin American Thyroid Society, and Thyroid Nodules Therapies Association",2021,243,General
W4220887363,"A review of solar forecasting, its dependence on atmospheric sciences and implications for grid integration: Towards carbon neutrality",2022,243,Computer Science
W4386438245,SARS-CoV-2 reservoir in post-acute sequelae of COVID-19 (PASC),2023,243,General
W3000702515,Development of a confinable gene drive system in the human disease vector Aedes aegypti,2020,242,General
W3006043560,Endoscopic Removal of Colorectal Lesions: Recommendations by the US Multi-Society Task Force on Colorectal Cancer,2020,242,General
W4221045506,A Glycemia Risk Index (GRI) of Hypoglycemia and Hyperglycemia for Continuous Glucose Monitoring Validated by Clinician Ratings,2022,242,General
W4286491654,Harnessing the microbiome to prevent global biodiversity loss,2022,242,General
W3016778275,Injured adult neurons regress to an embryonic transcriptional growth state,2020,241,General
W3046577719,Understanding Operational 5G,2020,241,Computer Science
W3089058159,Three-dimensional printing of functionally graded liquid crystal elastomer,2020,241,General
W4294921050,International Consensus Statement on Obstructive Sleep Apnea,2022,241,General
W4309474217,"A prospective study on the prevalence of NAFLD, advanced fibrosis, cirrhosis and hepatocellular carcinoma in people with type 2 diabetes",2022,241,General
W3005602745,A dynamic high-gain design for prescribed-time regulation of nonlinear systems,2020,240,Computer Science
W3171540867,"Host and gut microbial tryptophan metabolism and type 2 diabetes: an integrative analysis of host genetics, diet, gut microbiome and circulating metabolites in cohort studies",2021,240,General
W3196997946,Tropical teleconnection impacts on Antarctic climate changes,2021,240,General
W3091126751,"Co-selection of antibiotic resistance genes, and mobile genetic elements in the presence of heavy metals in poultry farm environments",2020,239,General
W3135495835,A review on the stability and surface modification of layered transition-metal oxide cathodes,2021,239,General
W3163640786,Observational constraints on low cloud feedback reduce uncertainty of climate sensitivity,2021,239,General
W4297497818,A nomenclature consensus for nervous system organoids and assembloids,2022,239,General
W3018101566,Intermittent Fasting: A Heart Healthy Dietary Pattern?,2020,238,General
W3047059407,Urban-Rural Gaps in the Developing World: Does Internal Migration Offer Opportunities?,2020,238,General
W3109110860,Shear localization in metallic materials at high strain rates,2020,238,General
W4385237448,Global prevalence of non-alcoholic fatty liver disease in type 2 diabetes mellitus: an updated systematic review and meta-analysis,2023,238,General
W3017343831,Spatial Metabolomics and Imaging Mass Spectrometry in the Age of Artificial Intelligence,2020,237,General
W3022558586,Intermolecular vibrational energy transfer enabled by microcavity strong light–matter coupling,2020,237,General
W3023659252,Discovery of high-entropy ceramics via machine learning,2020,237,General
W3080829022,Multifaceted Effects of Antigen Valency on B Cell Response Composition and Differentiation In Vivo,2020,237,General
W4365517553,An integrated view of anti-inflammatory and antifibrotic targets for the treatment of NASH,2023,237,General
W3037882675,Privacy challenges and research opportunities for genomic data sharing,2020,236,Computer Science
W3047253098,The FDA approval of pembrolizumab for adult and pediatric patients with tumor mutational burden (TMB) ≥10: a decision centered on empowering patients and their physicians,2020,236,General
W3052347671,Evaluation for SARS-CoV-2 in Breast Milk From 18 Infected Women,2020,236,General
W3087500438,Context-dependent functional compensation between Ythdf m<sup>6</sup>A reader proteins,2020,236,General
W4281286553,How Reproducible are Surface Areas Calculated from the BET Equation?,2022,236,General
W4293581628,"Indoleamine 2,3-dioxygenase (IDO) inhibitors and cancer immunotherapy",2022,236,General
W4327662982,A Survey on Active Simultaneous Localization and Mapping: State of the Art and New Frontiers,2023,236,Computer Science
W3033667425,Complex strengthening mechanisms in the NbMoTaW multi-principal element alloy,2020,235,General
W3081572918,CMB-S4: Forecasting Constraints on Primordial Gravitational Waves,2022,235,General
W4282039959,Advances in cost-effective integrated spectrometers,2022,235,General
W3026533741,Beyond SNP heritability: Polygenicity and discoverability of phenotypes estimated with a univariate Gaussian mixture model,2020,234,General
W3034998636,CBASS Immunity Uses CARF-Related Effectors to Sense 3′–5′- and 2′–5′-Linked Cyclic Oligonucleotide Signals and Protect Bacteria from Phage Infection,2020,234,General
W3084299839,Timing and structure of the Younger Dryas event and its underlying climate dynamics,2020,234,General
W3165609683,Antarctic surface temperature and elevation during the Last Glacial Maximum,2021,234,General
W3173485414,The ENIGMA Toolbox: multiscale neural contextualization of multisite neuroimaging datasets,2021,234,General
W4293698156,Enfortumab Vedotin Plus Pembrolizumab in Previously Untreated Advanced Urothelial Cancer,2022,234,General
W4313424514,How to use biomarkers of infection or sepsis at the bedside: guide to clinicians,2023,234,General
W3068292362,Structure of LRRK2 in Parkinson’s disease and model for microtubule interaction,2020,233,General
W3095590613,Consensus Statement by the American Association of Clinical Endocrinologists and American College of Endocrinology on the Management of Dyslipidemia and Prevention of Cardiovascular Disease Algorithm – 2020 Executive Summary,2020,233,General
W3160114067,"Pembrolizumab plus cetuximab in patients with recurrent or metastatic head and neck squamous cell carcinoma: an open-label, multi-arm, non-randomised, multicentre, phase 2 trial",2021,233,General
W3160962109,Postoperative acute kidney injury in adult non-cardiac surgery: joint consensus report of the Acute Disease Quality Initiative and PeriOperative Quality Initiative,2021,233,General
W3177774876,Continuous monitoring of deep-tissue haemodynamics with stretchable ultrasonic phased arrays,2021,233,General
W3208716282,Drug checking services for people who use drugs: a systematic review,2021,233,General
W4288035028,The molecular epidemiology of multiple zoonotic origins of SARS-CoV-2,2022,233,General
W4306870661,AGA Clinical Practice Guideline on Pharmacological Interventions for Adults With Obesity,2022,232,General
W4392769984,A scoping review of artificial intelligence in medical education: BEME Guide No. 84,2024,232,General
W3015620945,Weight gain among treatment‐naïve persons with HIV starting integrase inhibitors compared to non‐nucleoside reverse transcriptase inhibitors or protease inhibitors in a large observational cohort in the United States and Canada,2020,231,General
W3118862865,St. Jude Cloud: A Pediatric Cancer Genomic Data-Sharing Ecosystem,2021,231,General
W3123537370,Tractor uses local ancestry to enable the inclusion of admixed individuals in GWAS and to boost power,2021,231,General
